,Meteorological Information,Trajectory Management,Airspace And Surface Structure Allocation,MET Information Management,Airport Management,Shared Information Service Management,Demand And Capacity Balancing,Traffic Synchronisation,Separation Provision,Trajectory Planning,Traffic Sequencing,ATM Information Management,Airspace Access,Flight Information Management,Airport CDM,Surveillance Infrastructure,Trajectory Execution And Conformance Monitoring,Airspace  And Surface Structure  Design,Aeronautical Information Management,Conflict Management,ATM Network Management,Route Design,CNS Infrastructure,Navigtion Infrastructure,Route Assignment And Guidance,Communication Infrastructure,Collision Avoidance
0,20.0,12.0,13.0,26.0,23.0,6.0,9.0,4.0,2.0,11.0,3.0,21.0,3.0,12.0,10.0,7.0,3.0,7.0,15.0,3.0,7.0,5.0,3.0,2.0,1.0,2.0,2.0
